created_at,user_id,username,tweet,place,near,clean_tweet,tokens,lemma,lemma_sentence,pos_tag,lemma_sentence(with POS),sentiword_analysis,vader_score,textblob_polarity,senti_textblob,senti_wordnet,senti_vader
2021-01-06,281141967,sssshort,"@Drewnavis1991 @Lil_Ash @piersmorgan @CosmopolitanUK No no sir, you are mistaken. Your point was if you have ‘too much’ fat, you cannot be healthy. Covid was merely one point of your initially tweet. The trouble is you can’t see a ‘fat’ person on a magazine and even for a second believe they are healthy. She’s glorious",,London,no no sir mistaken point fat canot healthy covid point initially tweet trouble not fat person magazine healthy glorious,"['no', 'no', 'sir', 'mistaken', 'point', 'fat', 'canot', 'healthy', 'covid', 'point', 'initially', 'tweet', 'trouble', 'not', 'fat', 'person', 'magazine', 'healthy', 'glorious']","['no', 'no', 'sir', 'mistaken', 'point', 'fat', 'canot', 'healthy', 'covid', 'point', 'initially', 'tweet', 'trouble', 'not', 'fat', 'person', 'magazine', 'healthy', 'glorious']",no no sir mistaken point fat canot healthy covid point initially tweet trouble not fat person magazine healthy glorious,"[('no', None), ('no', None), ('sir', 'n'), ('mistaken', 'v'), ('point', 'n'), ('fat', 'n'), ('canot', 'n'), ('healthy', 'a'), ('covid', 'n'), ('point', 'n'), ('initially', 'r'), ('tweet', 'v'), ('trouble', 'n'), ('not', 'r'), ('fat', 'a'), ('person', 'n'), ('magazine', 'n'), ('healthy', 'a'), ('glorious', 'a')]",  no no sir mistake point fat canot healthy covid point initially tweet trouble not fat person magazine healthy glorious,0.375,0.8697,0.2,1,1,1
2021-01-06,364427658,finryan_,Man remember summer 2019.... the weather was probably shit but no #covid &amp; we kind of just laughed at #Trump every now and again.....,,London,man remember summer weather shit no covid amp kind laughed trump,"['man', 'remember', 'summer', 'weather', 'shit', 'no', 'covid', 'amp', 'kind', 'laughed', 'trump']","['man', 'remember', 'summer', 'weather', 'shit', 'no', 'covid', 'amp', 'kind', 'laughed', 'trump']",man remember summer weather shit no covid amp kind laughed trump,"[('man', 'n'), ('remember', 'v'), ('summer', 'n'), ('weather', 'n'), ('shit', 'v'), ('no', None), ('covid', 'n'), ('amp', 'r'), ('kind', 'n'), ('laughed', 'v'), ('trump', 'n')]",  man remember summer weather shit no covid amp kind laugh trump,-0.25,0.296,0.2333333333333333,1,-1,1
2021-01-06,347775580,morelandjo,"@KDRC_2020 My friend aged 28 was climbing mountains in Norway in the spring, he cycled 35k a week and regularly trained for marathons. He got Covid and now can't walk more than 4 steps without support. The long Covid patients are mostly under 50.",,London,friend aged climbing mountains norway spring cycled week regularly trained marathons covid not walk steps support long covid patients,"['friend', 'aged', 'climbing', 'mountains', 'norway', 'spring', 'cycled', 'week', 'regularly', 'trained', 'marathons', 'covid', 'not', 'walk', 'steps', 'support', 'long', 'covid', 'patients']","['friend', 'aged', 'climbing', 'mountain', 'norway', 'spring', 'cycled', 'week', 'regularly', 'trained', 'marathon', 'covid', 'not', 'walk', 'step', 'support', 'long', 'covid', 'patient']",friend aged climbing mountain norway spring cycled week regularly trained marathon covid not walk step support long covid patient,"[('friend', 'n'), ('aged', 'v'), ('climbing', 'v'), ('mountains', 'n'), ('norway', 'r'), ('spring', 'v'), ('cycled', 'v'), ('week', 'n'), ('regularly', 'r'), ('trained', 'a'), ('marathons', 'n'), ('covid', 'v'), ('not', 'r'), ('walk', 'v'), ('steps', 'n'), ('support', 'v'), ('long', 'r'), ('covid', 'a'), ('patients', 'n')]",  friend age climb mountain norway spring cycle week regularly trained marathon covid not walk step support long covid patient,0.125,0.2363,-0.025,-1,1,1
2021-01-06,4798767797,mfenderesky,Introducing our newest addition to our @NorthMidNHS rapid PCR COVID testing portfolio @biocartis.Testing all admissions rapidly to ensure safe patient placement &amp; flow through ED.. when you have 80 plus admissions/ day.. that’s a lot! @JustinDaniels15 @highlight18 @Dhruv_Rastogi  https://t.co/lA8svLO5oT,,London,introducing newest addition rapid pcr covid testing portfolio testing admissions rapidly ensure safe patient placement amp flow admissions day lot,"['introducing', 'newest', 'addition', 'rapid', 'pcr', 'covid', 'testing', 'portfolio', 'testing', 'admissions', 'rapidly', 'ensure', 'safe', 'patient', 'placement', 'amp', 'flow', 'admissions', 'day', 'lot']","['introducing', 'newest', 'addition', 'rapid', 'pcr', 'covid', 'testing', 'portfolio', 'testing', 'admission', 'rapidly', 'ensure', 'safe', 'patient', 'placement', 'amp', 'flow', 'admission', 'day', 'lot']",introducing newest addition rapid pcr covid testing portfolio testing admission rapidly ensure safe patient placement amp flow admission day lot,"[('introducing', 'v'), ('newest', 'a'), ('addition', 'n'), ('rapid', 'a'), ('pcr', 'n'), ('covid', 'n'), ('testing', 'v'), ('portfolio', 'n'), ('testing', 'v'), ('admissions', 'n'), ('rapidly', 'r'), ('ensure', 'v'), ('safe', 'a'), ('patient', 'a'), ('placement', 'n'), ('amp', 'n'), ('flow', 'a'), ('admissions', 'n'), ('day', 'n'), ('lot', 'n')]",  introduce new addition rapid pcr covid test portfolio test admission rapidly ensure safe patient placement amp flow admission day lot,1.375,0.6705,0.3181818181818182,1,1,1
2021-01-06,890665010,domskech,Just entering my 3rd week of Covid... Starting to feel my energy returning.  Board games have kept me sane  #cameleon @bigpotatogames  #yahzee #tickettoride @days_of_wonder  #coronavirusuk #COVID19  https://t.co/8KuKTwF3Kp,,London,entering week covid starting feel energy returning board games sane cameleon yahze ticketoride coronavirusuk covid,"['entering', 'week', 'covid', 'starting', 'feel', 'energy', 'returning', 'board', 'games', 'sane', 'cameleon', 'yahze', 'ticketoride', 'coronavirusuk', 'covid']","['entering', 'week', 'covid', 'starting', 'feel', 'energy', 'returning', 'board', 'game', 'sane', 'cameleon', 'yahze', 'ticketoride', 'coronavirusuk', 'covid']",entering week covid starting feel energy returning board game sane cameleon yahze ticketoride coronavirusuk covid,"[('entering', 'v'), ('week', 'n'), ('covid', 'n'), ('starting', 'v'), ('feel', 'v'), ('energy', 'n'), ('returning', 'v'), ('board', 'n'), ('games', 'n'), ('sane', 'v'), ('cameleon', 'n'), ('yahze', 'n'), ('ticketoride', None), ('coronavirusuk', 'n'), ('covid', 'n')]",  enter week covid start feel energy return board game sane cameleon yahze ticketoride coronavirusuk covid,-0.125,0.2732,-0.4,-1,-1,1
2021-01-06,20093742,sheena81,To all my MS friends please have a read of this if you haven't already.   Main thing is to get the vaccine when offered   #ms #mslife #covid #covidMS #vaccination,,London,friends read not main thing vaccine offered mslife covid covidms vaccination,"['friends', 'read', 'not', 'main', 'thing', 'vaccine', 'offered', 'mslife', 'covid', 'covidms', 'vaccination']","['friend', 'read', 'not', 'main', 'thing', 'vaccine', 'offered', 'mslife', 'covid', 'covidms', 'vaccination']",friend read not main thing vaccine offered mslife covid covidms vaccination,"[('friends', 'n'), ('read', 'v'), ('not', 'r'), ('main', 'a'), ('thing', 'n'), ('vaccine', 'n'), ('offered', 'v'), ('mslife', 'n'), ('covid', 'n'), ('covidms', 'n'), ('vaccination', 'n')]",  friend read not main thing vaccine offer mslife covid covidms vaccination,0.0,0.4939,-0.08333333333333333,-1,0,1
2021-01-06,231763336,mazza6069,@Missmai_lily @TheofficialDund Thanks Lily. Must have been a less powerful strain...or only a small viral load  Wouldn’t wish #COVID19 on anyone.,,London,lily powerful strain small viral load not covid,"['lily', 'powerful', 'strain', 'small', 'viral', 'load', 'not', 'covid']","['lily', 'powerful', 'strain', 'small', 'viral', 'load', 'not', 'covid']",lily powerful strain small viral load not covid,"[('lily', 'r'), ('powerful', 'a'), ('strain', 'v'), ('small', 'a'), ('viral', 'a'), ('load', 'n'), ('not', 'r'), ('covid', 'v')]",  lily powerful strain small viral load not covid,-1.0,0.3818,0.024999999999999994,1,-1,1
2021-01-06,932394942,natalie_runs26,I need Covid to fuck off so I can see @heysweetcharlie and we can get really drunk and probably cry a bit then go on adventures ❤️❤️,,London,covid fuck drunk cry bit adventures red heart red heart,"['covid', 'fuck', 'drunk', 'cry', 'bit', 'adventures', 'red', 'heart', 'red', 'heart']","['covid', 'fuck', 'drunk', 'cry', 'bit', 'adventure', 'red', 'heart', 'red', 'heart']",covid fuck drunk cry bit adventure red heart red heart,"[('covid', 'a'), ('fuck', 'v'), ('drunk', 'a'), ('cry', 'n'), ('bit', 'n'), ('adventures', 'n'), ('red', 'a'), ('heart', 'n'), ('red', 'v'), ('heart', 'n')]",  covid fuck drunk cry bit adventure red heart red heart,0.125,0.4019,-0.225,-1,1,1
2021-01-06,3136335558,geemclachlan,"@Channel4News just signing off with  ""Try and have a good evening""  Brilliant!! This is just so 2020/2021  #COVID19  #Merica  #TrumpRally",,London,signing good evening brilliant covid merica trumpraly,"['signing', 'good', 'evening', 'brilliant', 'covid', 'merica', 'trumpraly']","['signing', 'good', 'evening', 'brilliant', 'covid', 'merica', 'trumpraly']",signing good evening brilliant covid merica trumpraly,"[('signing', 'v'), ('good', 'a'), ('evening', 'n'), ('brilliant', 'n'), ('covid', 'n'), ('merica', 'n'), ('trumpraly', 'n')]",  sign good evening brilliant covid merica trumpraly,0.75,0.7717,0.8,1,1,1
2021-01-06,892354992618819585,mayumi_rossi,Key London hospital preparing for Covid-only care as cases surge  https://t.co/dqip9yqPsU @MarcelLevi @FloPanelCoates  I’m so proud working @UCLH #OneTeam,,London,key london hospital preparing covid care cases surge proud working oneteam,"['key', 'london', 'hospital', 'preparing', 'covid', 'care', 'cases', 'surge', 'proud', 'working', 'oneteam']","['key', 'london', 'hospital', 'preparing', 'covid', 'care', 'case', 'surge', 'proud', 'working', 'oneteam']",key london hospital preparing covid care case surge proud working oneteam,"[('key', 'a'), ('london', 'a'), ('hospital', 'n'), ('preparing', 'v'), ('covid', 'n'), ('care', 'n'), ('cases', 'n'), ('surge', 'v'), ('proud', 'a'), ('working', 'n'), ('oneteam', 'n')]",  key london hospital prepare covid care case surge proud working oneteam,0.375,0.743,0.4,1,1,1
2021-01-06,235151843,admckdoc,"Today’s story from a friend, he  bumped into a neighbour on driveway.  “Hi how’s your sister (had a recent cough)  “Feels ok, but is COVID positive”  “Oh? You were with her right so you are isolating?”  “Worse mate....I’m positive too”  “Oh no....but you have been out shopping?",,London,today story friend bumped neighbour driveway sister recent cough feels covid positive isolating worse mate positive no shopping,"['today', 'story', 'friend', 'bumped', 'neighbour', 'driveway', 'sister', 'recent', 'cough', 'feels', 'covid', 'positive', 'isolating', 'worse', 'mate', 'positive', 'no', 'shopping']","['today', 'story', 'friend', 'bumped', 'neighbour', 'driveway', 'sister', 'recent', 'cough', 'feel', 'covid', 'positive', 'isolating', 'worse', 'mate', 'positive', 'no', 'shopping']",today story friend bumped neighbour driveway sister recent cough feel covid positive isolating worse mate positive no shopping,"[('today', 'n'), ('story', 'n'), ('friend', 'n'), ('bumped', 'v'), ('neighbour', 'a'), ('driveway', 'n'), ('sister', 'n'), ('recent', 'a'), ('cough', 'n'), ('feels', 'n'), ('covid', 'v'), ('positive', 'a'), ('isolating', 'n'), ('worse', 'n'), ('mate', 'n'), ('positive', 'a'), ('no', None), ('shopping', 'n')]",  today story friend bump neighbour driveway sister recent cough feel covid positive isolating worse mate positive no shopping,0.875,0.7269,0.013636363636363627,1,1,1
2021-01-06,8821542,mblinder,Just realized that so many of these Trump fanatics are probably carrying Covid with them... I hope all the people trying work in the capitol are safe!! #TrumpRally,,London,realized trump fanatics carrying covid hope people work capitol safe trumpraly,"['realized', 'trump', 'fanatics', 'carrying', 'covid', 'hope', 'people', 'work', 'capitol', 'safe', 'trumpraly']","['realized', 'trump', 'fanatic', 'carrying', 'covid', 'hope', 'people', 'work', 'capitol', 'safe', 'trumpraly']",realized trump fanatic carrying covid hope people work capitol safe trumpraly,"[('realized', 'v'), ('trump', 'n'), ('fanatics', 'n'), ('carrying', 'v'), ('covid', 'a'), ('hope', 'n'), ('people', 'n'), ('work', 'v'), ('capitol', 'a'), ('safe', 'a'), ('trumpraly', 'n')]",  realize trump fanatic carry covid hope people work capitol safe trumpraly,0.5,0.7003,0.1,1,1,1
2021-01-06,2563537748,masterbaneuk,I can highly recommend @Fetishdaddygear #Leather #Muzzles!!  Changed up my #PPE game and been enjoying the aroma and feel of leather encasing my face for my bus journey tonight 😈😈💦  #COVID19 #coronavirus #covid #publichealth @TfL  https://t.co/c4f6tSNo7D,,London,highly recommend leather muzzles changed game enjoying aroma feel leather encasing face bus journey tonight smiling face horns smiling face horns sweat droplets covid coronavirus covid publichealth,"['highly', 'recommend', 'leather', 'muzzles', 'changed', 'game', 'enjoying', 'aroma', 'feel', 'leather', 'encasing', 'face', 'bus', 'journey', 'tonight', 'smiling', 'face', 'horns', 'smiling', 'face', 'horns', 'sweat', 'droplets', 'covid', 'coronavirus', 'covid', 'publichealth']","['highly', 'recommend', 'leather', 'muzzle', 'changed', 'game', 'enjoying', 'aroma', 'feel', 'leather', 'encasing', 'face', 'bus', 'journey', 'tonight', 'smiling', 'face', 'horn', 'smiling', 'face', 'horn', 'sweat', 'droplet', 'covid', 'coronavirus', 'covid', 'publichealth']",highly recommend leather muzzle changed game enjoying aroma feel leather encasing face bus journey tonight smiling face horn smiling face horn sweat droplet covid coronavirus covid publichealth,"[('highly', 'r'), ('recommend', 'v'), ('leather', 'n'), ('muzzles', 'n'), ('changed', 'v'), ('game', 'n'), ('enjoying', 'v'), ('aroma', 'r'), ('feel', 'v'), ('leather', 'r'), ('encasing', 'v'), ('face', 'n'), ('bus', 'n'), ('journey', 'n'), ('tonight', 'n'), ('smiling', 'v'), ('face', 'n'), ('horns', 'n'), ('smiling', 'v'), ('face', 'n'), ('horns', 'n'), ('sweat', 'v'), ('droplets', 'n'), ('covid', 'v'), ('coronavirus', 'n'), ('covid', 'n'), ('publichealth', 'n')]",  highly recommend leather muzzle change game enjoy aroma feel leather encase face bus journey tonight smile face horn smile face horn sweat droplet covid coronavirus covid publichealth,0.75,0.8748,0.152,1,1,1
2021-01-06,3031052802,deeokelly1,"@Femi_Sorry @adamjbolton Not going to happen I'm afraid. I had someone I followed* yesterday telling me only around 13,000 people had been infected (not even died) with Covid over the past YEAR. They're so deep in denial I think there's no way of reaching them, until they get it themselves.  *past tense",,London,not happen afraid yesterday telling people infected not died covid past year deep denial no reaching past tense,"['not', 'happen', 'afraid', 'yesterday', 'telling', 'people', 'infected', 'not', 'died', 'covid', 'past', 'year', 'deep', 'denial', 'no', 'reaching', 'past', 'tense']","['not', 'happen', 'afraid', 'yesterday', 'telling', 'people', 'infected', 'not', 'died', 'covid', 'past', 'year', 'deep', 'denial', 'no', 'reaching', 'past', 'tense']",not happen afraid yesterday telling people infected not died covid past year deep denial no reaching past tense,"[('not', 'r'), ('happen', 'v'), ('afraid', 'n'), ('yesterday', 'n'), ('telling', 'v'), ('people', 'n'), ('infected', 'v'), ('not', 'r'), ('died', 'v'), ('covid', 'n'), ('past', None), ('year', 'n'), ('deep', 'r'), ('denial', 'a'), ('no', None), ('reaching', 'v'), ('past', None), ('tense', 'n')]",  not happen afraid yesterday tell people infect not die covid past year deep denial no reach past tense,-1.125,0.171,-0.2866666666666667,-1,-1,1
2021-01-06,282662227,valeriewillson,"Thanks for the kindness folks. Day 2 of antibiotics, new covid tests sent off this morning. Any tips on how to clear a stubborn congested chest would be much appreciated 👍🏼",,London,kindness folks day antibiotics covid tests morning tips clear stubborn congested chest appreciated thumbs medium light skin tone,"['kindness', 'folks', 'day', 'antibiotics', 'covid', 'tests', 'morning', 'tips', 'clear', 'stubborn', 'congested', 'chest', 'appreciated', 'thumbs', 'medium', 'light', 'skin', 'tone']","['kindness', 'folk', 'day', 'antibiotic', 'covid', 'test', 'morning', 'tip', 'clear', 'stubborn', 'congested', 'chest', 'appreciated', 'thumb', 'medium', 'light', 'skin', 'tone']",kindness folk day antibiotic covid test morning tip clear stubborn congested chest appreciated thumb medium light skin tone,"[('kindness', 'a'), ('folks', 'n'), ('day', 'n'), ('antibiotics', 'n'), ('covid', 'a'), ('tests', 'n'), ('morning', 'n'), ('tips', 'n'), ('clear', 'v'), ('stubborn', 'a'), ('congested', 'v'), ('chest', 'n'), ('appreciated', 'v'), ('thumbs', 'a'), ('medium', 'n'), ('light', 'a'), ('skin', 'n'), ('tone', 'n')]",  kindness folk day antibiotic covid test morning tip clear stubborn congest chest appreciate thumbs medium light skin tone,-0.75,0.6808,0.25,1,-1,1
2021-01-06,53736895,mr_rolph,@M_Star_Online I think it’s safe to say everywhere is Covid hit at the moment.....,,London,safe covid hit moment,"['safe', 'covid', 'hit', 'moment']","['safe', 'covid', 'hit', 'moment']",safe covid hit moment,"[('safe', 'a'), ('covid', 'n'), ('hit', 'v'), ('moment', 'n')]",  safe covid hit moment,0.0,0.4404,0.5,1,0,1
